source,metaedge,target,source_global_id,target_global_id,metaedge_global_id,source_local_id,source_metanode,target_local_id,target_metanode,source_identifier,source_name,source_abbreviation,target_identifier,target_name,target_abbreviation
Compound::DB01087,CmC,Compound::DB00608,14104,13643,24,Compound_932,Compound,Compound_471,Compound,DB01087,Primaquine,C,DB00608,Chloroquine,C
Compound::DB01118,CmC,Compound::DB00608,14134,13643,24,Compound_962,Compound,Compound_471,Compound,DB01118,Amiodarone,C,DB00608,Chloroquine,C
Compound::DB00205,CmC,Compound::DB00608,13263,13643,24,Compound_91,Compound,Compound_471,Compound,DB00205,Pyrimethamine,C,DB00608,Chloroquine,C
Compound::DB00635,CmC,Compound::DB00608,13670,13643,24,Compound_498,Compound,Compound_471,Compound,DB00635,Prednisone,C,DB00608,Chloroquine,C
Compound::DB00716,CmC,Compound::DB00608,13749,13643,24,Compound_577,Compound,Compound_471,Compound,DB00716,Nedocromil,C,DB00608,Chloroquine,C
Compound::DB00441,CmC,Compound::DB01611,13487,14427,24,Compound_315,Compound,Compound_1255,Compound,DB00441,Gemcitabine,C,DB01611,Hydroxychloroquine,C
Compound::DB01590,CmC,Compound::DB01611,14407,14427,24,Compound_1235,Compound,Compound_1255,Compound,DB01590,Everolimus,C,DB01611,Hydroxychloroquine,C
Compound::DB00188,CmC,Compound::DB01611,13247,14427,24,Compound_75,Compound,Compound_1255,Compound,DB00188,Bortezomib,C,DB01611,Hydroxychloroquine,C
Compound::DB00544,CmC,Compound::DB01611,13581,14427,24,Compound_409,Compound,Compound_1255,Compound,DB00544,Fluorouracil,C,DB01611,Hydroxychloroquine,C
Compound::DB08911,CmC,Compound::DB01611,14663,14427,24,Compound_1491,Compound,Compound_1255,Compound,DB08911,Trametinib,C,DB01611,Hydroxychloroquine,C
Compound::DB00811,CmC,Compound::DB01611,13842,14427,24,Compound_670,Compound,Compound_1255,Compound,DB00811,Ribavirin,C,DB01611,Hydroxychloroquine,C
Compound::DB02546,CmC,Compound::DB01611,14448,14427,24,Compound_1276,Compound,Compound_1255,Compound,DB02546,Vorinostat,C,DB01611,Hydroxychloroquine,C
Compound::DB00877,CmC,Compound::DB01611,13906,14427,24,Compound_734,Compound,Compound_1255,Compound,DB00877,Sirolimus,C,DB01611,Hydroxychloroquine,C
Compound::DB01097,CmC,Compound::DB01611,14114,14427,24,Compound_942,Compound,Compound_1255,Compound,DB01097,Leflunomide,C,DB01611,Hydroxychloroquine,C
Compound::DB00398,CmC,Compound::DB01611,13447,14427,24,Compound_275,Compound,Compound_1255,Compound,DB00398,Sorafenib,C,DB01611,Hydroxychloroquine,C
Compound::DB00177,CmC,Compound::DB01611,13236,14427,24,Compound_64,Compound,Compound_1255,Compound,DB00177,Valsartan,C,DB01611,Hydroxychloroquine,C
Compound::DB00542,CmC,Compound::DB01611,13579,14427,24,Compound_407,Compound,Compound_1255,Compound,DB00542,Benazepril,C,DB01611,Hydroxychloroquine,C
Compound::DB00207,CmC,Compound::DB01611,13265,14427,24,Compound_93,Compound,Compound_1255,Compound,DB00207,Azithromycin,C,DB01611,Hydroxychloroquine,C
Compound::DB00244,CmC,Compound::DB01611,13301,14427,24,Compound_129,Compound,Compound_1255,Compound,DB00244,Mesalazine,C,DB01611,Hydroxychloroquine,C
Compound::DB00507,CmC,Compound::DB01611,13548,14427,24,Compound_376,Compound,Compound_1255,Compound,DB00507,Nitazoxanide,C,DB01611,Hydroxychloroquine,C
Compound::DB01017,CmC,Compound::DB01611,14039,14427,24,Compound_867,Compound,Compound_1255,Compound,DB01017,Minocycline,C,DB01611,Hydroxychloroquine,C
Compound::DB01101,CmC,Compound::DB01611,14118,14427,24,Compound_946,Compound,Compound_1255,Compound,DB01101,Capecitabine,C,DB01611,Hydroxychloroquine,C
Compound::DB00471,CmC,Compound::DB01611,13514,14427,24,Compound_342,Compound,Compound_1255,Compound,DB00471,Montelukast,C,DB01611,Hydroxychloroquine,C
Compound::DB00678,CmC,Compound::DB01611,13712,14427,24,Compound_540,Compound,Compound_1255,Compound,DB00678,Losartan,C,DB01611,Hydroxychloroquine,C
Compound::DB00635,CmC,Compound::DB01611,13670,14427,24,Compound_498,Compound,Compound_1255,Compound,DB00635,Prednisone,C,DB01611,Hydroxychloroquine,C
Compound::DB09019,CmC,Compound::DB01611,14709,14427,24,Compound_1537,Compound,Compound_1255,Compound,DB09019,Bromhexine,C,DB01611,Hydroxychloroquine,C
Compound::DB00853,CmC,Compound::DB01611,13882,14427,24,Compound_710,Compound,Compound_1255,Compound,DB00853,Temozolomide,C,DB01611,Hydroxychloroquine,C
Compound::DB04845,CmC,Compound::DB01611,14474,14427,24,Compound_1302,Compound,Compound_1255,Compound,DB04845,Ixabepilone,C,DB01611,Hydroxychloroquine,C
Compound::DB00608,CmC,Compound::DB01611,13643,14427,24,Compound_471,Compound,Compound_1255,Compound,DB00608,Chloroquine,C,DB01611,Hydroxychloroquine,C
Compound::DB01076,CmC,Compound::DB01611,14094,14427,24,Compound_922,Compound,Compound_1255,Compound,DB01076,Atorvastatin,C,DB01611,Hydroxychloroquine,C
Compound::DB00198,CmC,Compound::DB01611,13256,14427,24,Compound_84,Compound,Compound_1255,Compound,DB00198,Oseltamivir,C,DB01611,Hydroxychloroquine,C
Compound::DB00441,CmC,Compound::DB01262,13487,14271,24,Compound_315,Compound,Compound_1099,Compound,DB00441,Gemcitabine,C,DB01262,Decitabine,C
Compound::DB00987,CmC,Compound::DB01262,14009,14271,24,Compound_837,Compound,Compound_1099,Compound,DB00987,Cytarabine,C,DB01262,Decitabine,C
Compound::DB00188,CmC,Compound::DB01262,13247,14271,24,Compound_75,Compound,Compound_1099,Compound,DB00188,Bortezomib,C,DB01262,Decitabine,C
Compound::DB01234,CmC,Compound::DB01262,14245,14271,24,Compound_1073,Compound,Compound_1099,Compound,DB01234,Dexamethasone,C,DB01262,Decitabine,C
Compound::DB02546,CmC,Compound::DB01262,14448,14271,24,Compound_1276,Compound,Compound_1099,Compound,DB02546,Vorinostat,C,DB01262,Decitabine,C
Compound::DB00997,CmC,Compound::DB01262,14019,14271,24,Compound_847,Compound,Compound_1099,Compound,DB00997,Doxorubicin,C,DB01262,Decitabine,C
Compound::DB00928,CmC,Compound::DB01262,13953,14271,24,Compound_781,Compound,Compound_1099,Compound,DB00928,Azacitidine,C,DB01262,Decitabine,C
Compound::DB01229,CmC,Compound::DB01262,14241,14271,24,Compound_1069,Compound,Compound_1099,Compound,DB01229,Paclitaxel,C,DB01262,Decitabine,C
Compound::DB06809,CmC,Compound::DB01262,14599,14271,24,Compound_1427,Compound,Compound_1099,Compound,DB06809,Plerixafor,C,DB01262,Decitabine,C
Compound::DB04865,CmC,Compound::DB01262,14477,14271,24,Compound_1305,Compound,Compound_1099,Compound,DB04865,Homoharringtonine,C,DB01262,Decitabine,C
Compound::DB00390,CmC,Compound::DB01262,13439,14271,24,Compound_267,Compound,Compound_1099,Compound,DB00390,Digoxin,C,DB01262,Decitabine,C
Compound::DB01254,CmC,Compound::DB01262,14265,14271,24,Compound_1093,Compound,Compound_1099,Compound,DB01254,Dasatinib,C,DB01262,Decitabine,C
Compound::DB01294,CmC,Compound::DB01262,14286,14271,24,Compound_1114,Compound,Compound_1099,Compound,DB01294,Bismuth Subsalicylate,C,DB01262,Decitabine,C
Compound::DB00631,CmC,Compound::DB01262,13666,14271,24,Compound_494,Compound,Compound_1099,Compound,DB00631,Clofarabine,C,DB01262,Decitabine,C
Compound::DB00482,CmC,Compound::DB01262,13525,14271,24,Compound_353,Compound,Compound_1099,Compound,DB00482,Celecoxib,C,DB01262,Decitabine,C
Compound::DB00853,CmC,Compound::DB01262,13882,14271,24,Compound_710,Compound,Compound_1099,Compound,DB00853,Temozolomide,C,DB01262,Decitabine,C
Compound::DB00958,CmC,Compound::DB01262,13982,14271,24,Compound_810,Compound,Compound_1099,Compound,DB00958,Carboplatin,C,DB01262,Decitabine,C
Compound::DB00313,CmC,Compound::DB01262,13368,14271,24,Compound_196,Compound,Compound_1099,Compound,DB00313,Valproic Acid,C,DB01262,Decitabine,C
Compound::DB06210,CmC,Compound::DB01262,14522,14271,24,Compound_1350,Compound,Compound_1099,Compound,DB06210,Eltrombopag,C,DB01262,Decitabine,C
Compound::DB00526,CmC,Compound::DB01262,13565,14271,24,Compound_393,Compound,Compound_1099,Compound,DB00526,Oxaliplatin,C,DB01262,Decitabine,C
Compound::DB00441,CmC,Compound::DB01248,13487,14259,24,Compound_315,Compound,Compound_1087,Compound,DB00441,Gemcitabine,C,DB01248,Docetaxel,C
Compound::DB00762,CmC,Compound::DB01248,13795,14259,24,Compound_623,Compound,Compound_1087,Compound,DB00762,Irinotecan,C,DB01248,Docetaxel,C
Compound::DB00361,CmC,Compound::DB01248,13414,14259,24,Compound_242,Compound,Compound_1087,Compound,DB00361,Vinorelbine,C,DB01248,Docetaxel,C
Compound::DB01611,CmC,Compound::DB01248,14427,14259,24,Compound_1255,Compound,Compound_1087,Compound,DB01611,Hydroxychloroquine,C,DB01248,Docetaxel,C
Compound::DB00091,CmC,Compound::DB01248,13175,14259,24,Compound_3,Compound,Compound_1087,Compound,DB00091,Cyclosporine,C,DB01248,Docetaxel,C
Compound::DB00188,CmC,Compound::DB01248,13247,14259,24,Compound_75,Compound,Compound_1087,Compound,DB00188,Bortezomib,C,DB01248,Docetaxel,C
Compound::DB01234,CmC,Compound::DB01248,14245,14259,24,Compound_1073,Compound,Compound_1087,Compound,DB01234,Dexamethasone,C,DB01248,Docetaxel,C
Compound::DB00317,CmC,Compound::DB01248,13372,14259,24,Compound_200,Compound,Compound_1087,Compound,DB00317,Gefitinib,C,DB01248,Docetaxel,C
Compound::DB08916,CmC,Compound::DB01248,14666,14259,24,Compound_1494,Compound,Compound_1087,Compound,DB08916,Afatinib,C,DB01248,Docetaxel,C
Compound::DB00959,CmC,Compound::DB01248,13983,14259,24,Compound_811,Compound,Compound_1087,Compound,DB00959,Methylprednisolone,C,DB01248,Docetaxel,C
Compound::DB00544,CmC,Compound::DB01248,13581,14259,24,Compound_409,Compound,Compound_1087,Compound,DB00544,Fluorouracil,C,DB01248,Docetaxel,C
Compound::DB08911,CmC,Compound::DB01248,14663,14259,24,Compound_1491,Compound,Compound_1087,Compound,DB08911,Trametinib,C,DB01248,Docetaxel,C
Compound::DB00811,CmC,Compound::DB01248,13842,14259,24,Compound_670,Compound,Compound_1087,Compound,DB00811,Ribavirin,C,DB01248,Docetaxel,C
Compound::DB02546,CmC,Compound::DB01248,14448,14259,24,Compound_1276,Compound,Compound_1087,Compound,DB02546,Vorinostat,C,DB01248,Docetaxel,C
Compound::DB00445,CmC,Compound::DB01248,13491,14259,24,Compound_319,Compound,Compound_1087,Compound,DB00445,Epirubicin,C,DB01248,Docetaxel,C
Compound::DB00997,CmC,Compound::DB01248,14019,14259,24,Compound_847,Compound,Compound_1087,Compound,DB00997,Doxorubicin,C,DB01248,Docetaxel,C
Compound::DB01268,CmC,Compound::DB01248,14276,14259,24,Compound_1104,Compound,Compound_1087,Compound,DB01268,Sunitinib,C,DB01248,Docetaxel,C
Compound::DB00530,CmC,Compound::DB01248,13569,14259,24,Compound_397,Compound,Compound_1087,Compound,DB00530,Erlotinib,C,DB01248,Docetaxel,C
Compound::DB01229,CmC,Compound::DB01248,14241,14259,24,Compound_1069,Compound,Compound_1087,Compound,DB01229,Paclitaxel,C,DB01248,Docetaxel,C
Compound::DB01254,CmC,Compound::DB01248,14265,14259,24,Compound_1093,Compound,Compound_1087,Compound,DB01254,Dasatinib,C,DB01248,Docetaxel,C
Compound::DB00619,CmC,Compound::DB01248,13654,14259,24,Compound_482,Compound,Compound_1087,Compound,DB00619,Imatinib,C,DB01248,Docetaxel,C
Compound::DB01211,CmC,Compound::DB01248,14223,14259,24,Compound_1051,Compound,Compound_1087,Compound,DB01211,Clarithromycin,C,DB01248,Docetaxel,C
Compound::DB08899,CmC,Compound::DB01248,14655,14259,24,Compound_1483,Compound,Compound_1087,Compound,DB08899,Enzalutamide,C,DB01248,Docetaxel,C
Compound::DB00136,CmC,Compound::DB01248,13198,14259,24,Compound_26,Compound,Compound_1087,Compound,DB00136,Calcitriol,C,DB01248,Docetaxel,C
Compound::DB05294,CmC,Compound::DB01248,14505,14259,24,Compound_1333,Compound,Compound_1087,Compound,DB05294,Vandetanib,C,DB01248,Docetaxel,C
Compound::DB00227,CmC,Compound::DB01248,13285,14259,24,Compound_113,Compound,Compound_1087,Compound,DB00227,Lovastatin,C,DB01248,Docetaxel,C
Compound::DB01101,CmC,Compound::DB01248,14118,14259,24,Compound_946,Compound,Compound_1087,Compound,DB01101,Capecitabine,C,DB01248,Docetaxel,C
Compound::DB04786,CmC,Compound::DB01248,14463,14259,24,Compound_1291,Compound,Compound_1087,Compound,DB04786,Suramin,C,DB01248,Docetaxel,C
Compound::DB00635,CmC,Compound::DB01248,13670,14259,24,Compound_498,Compound,Compound_1087,Compound,DB00635,Prednisone,C,DB01248,Docetaxel,C
Compound::DB00531,CmC,Compound::DB01248,13570,14259,24,Compound_398,Compound,Compound_1087,Compound,DB00531,Cyclophosphamide,C,DB01248,Docetaxel,C
Compound::DB06772,CmC,Compound::DB01248,14589,14259,24,Compound_1417,Compound,Compound_1087,Compound,DB06772,Cabazitaxel,C,DB01248,Docetaxel,C
Compound::DB01128,CmC,Compound::DB01248,14144,14259,24,Compound_972,Compound,Compound_1087,Compound,DB01128,Bicalutamide,C,DB01248,Docetaxel,C
Compound::DB01026,CmC,Compound::DB01248,14048,14259,24,Compound_876,Compound,Compound_1087,Compound,DB01026,Ketoconazole,C,DB01248,Docetaxel,C
Compound::DB01196,CmC,Compound::DB01248,14208,14259,24,Compound_1036,Compound,Compound_1087,Compound,DB01196,Estramustine,C,DB01248,Docetaxel,C
Compound::DB00515,CmC,Compound::DB01248,13555,14259,24,Compound_383,Compound,Compound_1087,Compound,DB00515,Cisplatin,C,DB01248,Docetaxel,C
Compound::DB00958,CmC,Compound::DB01248,13982,14259,24,Compound_810,Compound,Compound_1087,Compound,DB00958,Carboplatin,C,DB01248,Docetaxel,C
Compound::DB00642,CmC,Compound::DB01248,13676,14259,24,Compound_504,Compound,Compound_1087,Compound,DB00642,Pemetrexed,C,DB01248,Docetaxel,C
Compound::DB00526,CmC,Compound::DB01248,13565,14259,24,Compound_393,Compound,Compound_1087,Compound,DB00526,Oxaliplatin,C,DB01248,Docetaxel,C
Compound::DB01037,CmC,Compound::DB01248,14058,14259,24,Compound_886,Compound,Compound_1087,Compound,DB01037,Selegiline,C,DB01248,Docetaxel,C
Compound::DB05812,CmC,Compound::DB01248,14509,14259,24,Compound_1337,Compound,Compound_1087,Compound,DB05812,Abiraterone,C,DB01248,Docetaxel,C
Compound::DB00644,CmC,Compound::DB01248,13678,14259,24,Compound_506,Compound,Compound_1087,Compound,DB00644,Gonadorelin,C,DB01248,Docetaxel,C
Compound::DB00512,CmC,Compound::DB01248,13552,14259,24,Compound_380,Compound,Compound_1087,Compound,DB00512,Vancomycin,C,DB01248,Docetaxel,C
Compound::DB00441,CmC,Compound::DB00480,13487,13523,24,Compound_315,Compound,Compound_351,Compound,DB00441,Gemcitabine,C,DB00480,Lenalidomide,C
Compound::DB00987,CmC,Compound::DB00480,14009,13523,24,Compound_837,Compound,Compound_351,Compound,DB00987,Cytarabine,C,DB00480,Lenalidomide,C
Compound::DB01590,CmC,Compound::DB00480,14407,13523,24,Compound_1235,Compound,Compound_351,Compound,DB01590,Everolimus,C,DB00480,Lenalidomide,C
Compound::DB00091,CmC,Compound::DB00480,13175,13523,24,Compound_3,Compound,Compound_351,Compound,DB00091,Cyclosporine,C,DB00480,Lenalidomide,C
Compound::DB00188,CmC,Compound::DB00480,13247,13523,24,Compound_75,Compound,Compound_351,Compound,DB00188,Bortezomib,C,DB00480,Lenalidomide,C
Compound::DB01234,CmC,Compound::DB00480,14245,13523,24,Compound_1073,Compound,Compound_351,Compound,DB01234,Dexamethasone,C,DB00480,Lenalidomide,C
Compound::DB01268,CmC,Compound::DB00480,14276,13523,24,Compound_1104,Compound,Compound_351,Compound,DB01268,Sunitinib,C,DB00480,Lenalidomide,C
Compound::DB00928,CmC,Compound::DB00480,13953,13523,24,Compound_781,Compound,Compound_351,Compound,DB00928,Azacitidine,C,DB00480,Lenalidomide,C
Compound::DB01229,CmC,Compound::DB00480,14241,13523,24,Compound_1069,Compound,Compound_351,Compound,DB01229,Paclitaxel,C,DB00480,Lenalidomide,C
Compound::DB06287,CmC,Compound::DB00480,14534,13523,24,Compound_1362,Compound,Compound_351,Compound,DB06287,Temsirolimus,C,DB00480,Lenalidomide,C
Compound::DB00398,CmC,Compound::DB00480,13447,13523,24,Compound_275,Compound,Compound_351,Compound,DB00398,Sorafenib,C,DB00480,Lenalidomide,C
Compound::DB00619,CmC,Compound::DB00480,13654,13523,24,Compound_482,Compound,Compound_351,Compound,DB00619,Imatinib,C,DB00480,Lenalidomide,C
Compound::DB01083,CmC,Compound::DB00480,14100,13523,24,Compound_928,Compound,Compound_351,Compound,DB01083,Orlistat,C,DB00480,Lenalidomide,C
Compound::DB00635,CmC,Compound::DB00480,13670,13523,24,Compound_498,Compound,Compound_351,Compound,DB00635,Prednisone,C,DB00480,Lenalidomide,C
Compound::DB00908,CmC,Compound::DB00480,13934,13523,24,Compound_762,Compound,Compound_351,Compound,DB00908,Quinidine,C,DB00480,Lenalidomide,C
Compound::DB01073,CmC,Compound::DB00480,14091,13523,24,Compound_919,Compound,Compound_351,Compound,DB01073,Fludarabine,C,DB00480,Lenalidomide,C
Compound::DB00313,CmC,Compound::DB00480,13368,13523,24,Compound_196,Compound,Compound_351,Compound,DB00313,Valproic Acid,C,DB00480,Lenalidomide,C
Compound::DB00399,CmC,Compound::DB00480,13448,13523,24,Compound_276,Compound,Compound_351,Compound,DB00399,Zoledronate,C,DB00480,Lenalidomide,C
Compound::DB08910,CmC,Compound::DB00480,14662,13523,24,Compound_1490,Compound,Compound_351,Compound,DB08910,Pomalidomide,C,DB00480,Lenalidomide,C
Compound::DB00441,CmC,Compound::DB06772,13487,14589,24,Compound_315,Compound,Compound_1417,Compound,DB00441,Gemcitabine,C,DB06772,Cabazitaxel,C
Compound::DB01248,CmC,Compound::DB06772,14259,14589,24,Compound_1087,Compound,Compound_1417,Compound,DB01248,Docetaxel,C,DB06772,Cabazitaxel,C
Compound::DB01100,CmC,Compound::DB06772,14117,14589,24,Compound_945,Compound,Compound_1417,Compound,DB01100,Pimozide,C,DB06772,Cabazitaxel,C
Compound::DB01259,CmC,Compound::DB06772,14268,14589,24,Compound_1096,Compound,Compound_1417,Compound,DB01259,Lapatinib,C,DB06772,Cabazitaxel,C
Compound::DB01101,CmC,Compound::DB06772,14118,14589,24,Compound_946,Compound,Compound_1417,Compound,DB01101,Capecitabine,C,DB06772,Cabazitaxel,C
Compound::DB00635,CmC,Compound::DB06772,13670,14589,24,Compound_498,Compound,Compound_1417,Compound,DB00635,Prednisone,C,DB06772,Cabazitaxel,C
Compound::DB00515,CmC,Compound::DB06772,13555,14589,24,Compound_383,Compound,Compound_1417,Compound,DB00515,Cisplatin,C,DB06772,Cabazitaxel,C
Compound::DB00441,CmC,Compound::DB01268,13487,14276,24,Compound_315,Compound,Compound_1104,Compound,DB00441,Gemcitabine,C,DB01268,Sunitinib,C
Compound::DB06589,CmC,Compound::DB01268,14542,14276,24,Compound_1370,Compound,Compound_1104,Compound,DB06589,Pazopanib,C,DB01268,Sunitinib,C
Compound::DB00990,CmC,Compound::DB01268,14012,14276,24,Compound_840,Compound,Compound_1104,Compound,DB00990,Exemestane,C,DB01268,Sunitinib,C
Compound::DB00997,CmC,Compound::DB01268,14019,14276,24,Compound_847,Compound,Compound_1104,Compound,DB00997,Doxorubicin,C,DB01268,Sunitinib,C
Compound::DB01248,CmC,Compound::DB01268,14259,14276,24,Compound_1087,Compound,Compound_1104,Compound,DB01248,Docetaxel,C,DB01268,Sunitinib,C
Compound::DB00530,CmC,Compound::DB01268,13569,14276,24,Compound_397,Compound,Compound_1104,Compound,DB00530,Erlotinib,C,DB01268,Sunitinib,C
Compound::DB01229,CmC,Compound::DB01268,14241,14276,24,Compound_1069,Compound,Compound_1104,Compound,DB01229,Paclitaxel,C,DB01268,Sunitinib,C
Compound::DB00398,CmC,Compound::DB01268,13447,14276,24,Compound_275,Compound,Compound_1104,Compound,DB00398,Sorafenib,C,DB01268,Sunitinib,C
Compound::DB08896,CmC,Compound::DB01268,14653,14276,24,Compound_1481,Compound,Compound_1104,Compound,DB08896,Regorafenib,C,DB01268,Sunitinib,C
Compound::DB00244,CmC,Compound::DB01268,13301,14276,24,Compound_129,Compound,Compound_1104,Compound,DB00244,Mesalazine,C,DB01268,Sunitinib,C
Compound::DB01101,CmC,Compound::DB01268,14118,14276,24,Compound_946,Compound,Compound_1104,Compound,DB01101,Capecitabine,C,DB01268,Sunitinib,C
Compound::DB00482,CmC,Compound::DB01268,13525,14276,24,Compound_353,Compound,Compound_1104,Compound,DB00482,Celecoxib,C,DB01268,Sunitinib,C
Compound::DB00635,CmC,Compound::DB01268,13670,14276,24,Compound_498,Compound,Compound_1104,Compound,DB00635,Prednisone,C,DB01268,Sunitinib,C
Compound::DB00853,CmC,Compound::DB01268,13882,14276,24,Compound_710,Compound,Compound_1104,Compound,DB00853,Temozolomide,C,DB01268,Sunitinib,C
Compound::DB00683,CmC,Compound::DB01268,13717,14276,24,Compound_545,Compound,Compound_1104,Compound,DB00683,Midazolam,C,DB01268,Sunitinib,C
Compound::DB00851,CmC,Compound::DB01268,13880,14276,24,Compound_708,Compound,Compound_1104,Compound,DB00851,Dacarbazine,C,DB01268,Sunitinib,C
Compound::DB00988,CmC,Compound::DB01268,14010,14276,24,Compound_838,Compound,Compound_1104,Compound,DB00988,Dopamine,C,DB01268,Sunitinib,C
Compound::DB00679,CmC,Compound::DB00987,13713,14009,24,Compound_541,Compound,Compound_837,Compound,DB00679,Thioridazine,C,DB00987,Cytarabine,C
Compound::DB01234,CmC,Compound::DB00987,14245,14009,24,Compound_1073,Compound,Compound_837,Compound,DB01234,Dexamethasone,C,DB00987,Cytarabine,C
Compound::DB00997,CmC,Compound::DB00987,14019,14009,24,Compound_847,Compound,Compound_837,Compound,DB00997,Doxorubicin,C,DB00987,Cytarabine,C
Compound::DB00694,CmC,Compound::DB00987,13728,14009,24,Compound_556,Compound,Compound_837,Compound,DB00694,Daunorubicin,C,DB00987,Cytarabine,C
Compound::DB01188,CmC,Compound::DB00987,14200,14009,24,Compound_1028,Compound,Compound_837,Compound,DB01188,Ciclopirox,C,DB00987,Cytarabine,C
Compound::DB00331,CmC,Compound::DB00987,13385,14009,24,Compound_213,Compound,Compound_837,Compound,DB00331,Metformin,C,DB00987,Cytarabine,C
Compound::DB04865,CmC,Compound::DB00987,14477,14009,24,Compound_1305,Compound,Compound_837,Compound,DB04865,Homoharringtonine,C,DB00987,Cytarabine,C
Compound::DB01204,CmC,Compound::DB00987,14216,14009,24,Compound_1044,Compound,Compound_837,Compound,DB01204,Mitoxantrone,C,DB00987,Cytarabine,C
Compound::DB01177,CmC,Compound::DB00987,14190,14009,24,Compound_1018,Compound,Compound_837,Compound,DB01177,Idarubicin,C,DB00987,Cytarabine,C
Compound::DB00563,CmC,Compound::DB00987,13600,14009,24,Compound_428,Compound,Compound_837,Compound,DB00563,Methotrexate,C,DB00987,Cytarabine,C
Compound::DB01294,CmC,Compound::DB00987,14286,14009,24,Compound_1114,Compound,Compound_837,Compound,DB01294,Bismuth Subsalicylate,C,DB00987,Cytarabine,C
Compound::DB00631,CmC,Compound::DB00987,13666,14009,24,Compound_494,Compound,Compound_837,Compound,DB00631,Clofarabine,C,DB00987,Cytarabine,C
Compound::DB00773,CmC,Compound::DB00987,13805,14009,24,Compound_633,Compound,Compound_837,Compound,DB00773,Etoposide,C,DB00987,Cytarabine,C
Compound::DB01104,CmC,Compound::DB00987,14121,14009,24,Compound_949,Compound,Compound_837,Compound,DB01104,Sertraline,C,DB00987,Cytarabine,C
Compound::DB00531,CmC,Compound::DB00987,13570,14009,24,Compound_398,Compound,Compound_837,Compound,DB00531,Cyclophosphamide,C,DB00987,Cytarabine,C
Compound::DB01073,CmC,Compound::DB00987,14091,14009,24,Compound_919,Compound,Compound_837,Compound,DB01073,Fludarabine,C,DB00987,Cytarabine,C
Compound::DB01162,CmC,Compound::DB00987,14176,14009,24,Compound_1004,Compound,Compound_837,Compound,DB01162,Terazosin,C,DB00987,Cytarabine,C
Compound::DB01609,CmC,Compound::DB00987,14425,14009,24,Compound_1253,Compound,Compound_837,Compound,DB01609,Deferasirox,C,DB00987,Cytarabine,C
